state,season,week_ending_date,age_category,sex,race,rate,cumulative_rate,month,weekday,hispanic
New York,2023-24,4/6/2024,18+ years (Adults),All,All,0.5,0.5,4,Saturday,0
New Mexico,2023-24,4/6/2024,18+ years (Adults),All,All,0,0,4,Saturday,0
Minnesota,2023-24,4/6/2024,18+ years (Adults),All,All,0.2,0.2,4,Saturday,0
Michigan,2023-24,4/6/2024,18+ years (Adults),All,All,0.4,0.4,4,Saturday,0
Maryland,2023-24,4/6/2024,18+ years (Adults),All,All,0.1,0.1,4,Saturday,0
Georgia,2023-24,4/6/2024,18+ years (Adults),All,All,0.2,0.2,4,Saturday,0
Connecticut,2023-24,4/6/2024,18+ years (Adults),All,All,0.2,0.2,4,Saturday,0
Colorado,2023-24,4/6/2024,18+ years (Adults),All,All,0.2,0.2,4,Saturday,0
California,2023-24,4/6/2024,18+ years (Adults),All,All,0.1,0.1,4,Saturday,0
Utah,2023-24,4/13/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Utah,2023-24,4/13/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Utah,2023-24,4/13/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Utah,2023-24,4/13/2024,18+ years (Adults),All,"Black, non-Hispanic",6.3,6.3,4,Saturday,0
Utah,2023-24,4/13/2024,18+ years (Adults),All,"White, non-Hispanic",0.8,0.8,4,Saturday,0
Utah,2023-24,4/13/2024,18+ years (Adults),Female,All,1.1,1.1,4,Saturday,0
Utah,2023-24,4/13/2024,18+ years (Adults),Male,All,0.2,0.2,4,Saturday,0
Tennessee,2023-24,4/13/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Tennessee,2023-24,4/13/2024,18+ years (Adults),All,"A/PI, non-Hispanic",2,2,4,Saturday,0
Tennessee,2023-24,4/13/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Tennessee,2023-24,4/13/2024,18+ years (Adults),All,"Black, non-Hispanic",0.4,0.4,4,Saturday,0
Tennessee,2023-24,4/13/2024,18+ years (Adults),All,"White, non-Hispanic",0.3,0.3,4,Saturday,0
Tennessee,2023-24,4/13/2024,18+ years (Adults),Female,All,0.3,0.3,4,Saturday,0
Tennessee,2023-24,4/13/2024,18+ years (Adults),Male,All,0.4,0.4,4,Saturday,0
Oregon,2023-24,4/13/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Oregon,2023-24,4/13/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Oregon,2023-24,4/13/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Oregon,2023-24,4/13/2024,18+ years (Adults),All,"Black, non-Hispanic",2,2,4,Saturday,0
Oregon,2023-24,4/13/2024,18+ years (Adults),All,"White, non-Hispanic",0.1,0.1,4,Saturday,0
Oregon,2023-24,4/13/2024,18+ years (Adults),Female,All,0.3,0.3,4,Saturday,0
Oregon,2023-24,4/13/2024,18+ years (Adults),Male,All,0,0,4,Saturday,0
New York,2023-24,4/13/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
New York,2023-24,4/13/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
New York,2023-24,4/13/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
New York,2023-24,4/13/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
New York,2023-24,4/13/2024,18+ years (Adults),All,"White, non-Hispanic",0.3,0.3,4,Saturday,0
New York,2023-24,4/13/2024,18+ years (Adults),Female,All,0.3,0.3,4,Saturday,0
New York,2023-24,4/13/2024,18+ years (Adults),Male,All,0.1,0.1,4,Saturday,0
New Mexico,2023-24,4/13/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
New Mexico,2023-24,4/13/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
New Mexico,2023-24,4/13/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
New Mexico,2023-24,4/13/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
New Mexico,2023-24,4/13/2024,18+ years (Adults),All,"White, non-Hispanic",0,0,4,Saturday,0
New Mexico,2023-24,4/13/2024,18+ years (Adults),Female,All,0,0,4,Saturday,0
New Mexico,2023-24,4/13/2024,18+ years (Adults),Male,All,0,0,4,Saturday,0
Minnesota,2023-24,4/13/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Minnesota,2023-24,4/13/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0.5,0.5,4,Saturday,0
Minnesota,2023-24,4/13/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Minnesota,2023-24,4/13/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
Minnesota,2023-24,4/13/2024,18+ years (Adults),All,"White, non-Hispanic",0.3,0.3,4,Saturday,0
Minnesota,2023-24,4/13/2024,18+ years (Adults),Female,All,0.3,0.3,4,Saturday,0
Minnesota,2023-24,4/13/2024,18+ years (Adults),Male,All,0.2,0.2,4,Saturday,0
Michigan,2023-24,4/13/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Michigan,2023-24,4/13/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Michigan,2023-24,4/13/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Michigan,2023-24,4/13/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
Michigan,2023-24,4/13/2024,18+ years (Adults),All,"White, non-Hispanic",0.4,0.4,4,Saturday,0
Michigan,2023-24,4/13/2024,18+ years (Adults),Female,All,0.6,0.6,4,Saturday,0
Michigan,2023-24,4/13/2024,18+ years (Adults),Male,All,0,0,4,Saturday,0
Maryland,2023-24,4/13/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Maryland,2023-24,4/13/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Maryland,2023-24,4/13/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Maryland,2023-24,4/13/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
Maryland,2023-24,4/13/2024,18+ years (Adults),All,"White, non-Hispanic",0.2,0.2,4,Saturday,0
Maryland,2023-24,4/13/2024,18+ years (Adults),Female,All,0.1,0.1,4,Saturday,0
Maryland,2023-24,4/13/2024,18+ years (Adults),Male,All,0.1,0.1,4,Saturday,0
Georgia,2023-24,4/13/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Georgia,2023-24,4/13/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Georgia,2023-24,4/13/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Georgia,2023-24,4/13/2024,18+ years (Adults),All,"Black, non-Hispanic",0.3,0.3,4,Saturday,0
Georgia,2023-24,4/13/2024,18+ years (Adults),All,"White, non-Hispanic",0.3,0.3,4,Saturday,0
Georgia,2023-24,4/13/2024,18+ years (Adults),Female,All,0.3,0.3,4,Saturday,0
Georgia,2023-24,4/13/2024,18+ years (Adults),Male,All,0.2,0.2,4,Saturday,0
Connecticut,2023-24,4/13/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Connecticut,2023-24,4/13/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Connecticut,2023-24,4/13/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Connecticut,2023-24,4/13/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
Connecticut,2023-24,4/13/2024,18+ years (Adults),All,"White, non-Hispanic",0.6,0.6,4,Saturday,0
Connecticut,2023-24,4/13/2024,18+ years (Adults),Female,All,0.4,0.4,4,Saturday,0
Connecticut,2023-24,4/13/2024,18+ years (Adults),Male,All,0.4,0.4,4,Saturday,0
Colorado,2023-24,4/13/2024,18+ years (Adults),All,Hispanic,0.2,0.2,4,Saturday,1
Colorado,2023-24,4/13/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Colorado,2023-24,4/13/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Colorado,2023-24,4/13/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
Colorado,2023-24,4/13/2024,18+ years (Adults),All,"White, non-Hispanic",0.4,0.4,4,Saturday,0
Colorado,2023-24,4/13/2024,18+ years (Adults),Female,All,0.4,0.4,4,Saturday,0
Colorado,2023-24,4/13/2024,18+ years (Adults),Male,All,0.3,0.3,4,Saturday,0
California,2023-24,4/13/2024,18+ years (Adults),All,Hispanic,0.2,0.2,4,Saturday,1
California,2023-24,4/13/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0.1,0.1,4,Saturday,0
California,2023-24,4/13/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
California,2023-24,4/13/2024,18+ years (Adults),All,"Black, non-Hispanic",0.4,0.4,4,Saturday,0
California,2023-24,4/13/2024,18+ years (Adults),All,"White, non-Hispanic",0.1,0.1,4,Saturday,0
California,2023-24,4/13/2024,18+ years (Adults),Female,All,0.2,0.2,4,Saturday,0
California,2023-24,4/13/2024,18+ years (Adults),Male,All,0.1,0.1,4,Saturday,0
Utah,2023-24,4/13/2024,18+ years (Adults),All,All,0.7,0.7,4,Saturday,0
Tennessee,2023-24,4/13/2024,18+ years (Adults),All,All,0.3,0.3,4,Saturday,0
Oregon,2023-24,4/13/2024,18+ years (Adults),All,All,0.1,0.1,4,Saturday,0
New York,2023-24,4/13/2024,18+ years (Adults),All,All,0.2,0.2,4,Saturday,0
New Mexico,2023-24,4/13/2024,18+ years (Adults),All,All,0,0,4,Saturday,0
Minnesota,2023-24,4/13/2024,18+ years (Adults),All,All,0.3,0.3,4,Saturday,0
Michigan,2023-24,4/13/2024,18+ years (Adults),All,All,0.3,0.3,4,Saturday,0
Maryland,2023-24,4/13/2024,18+ years (Adults),All,All,0.1,0.1,4,Saturday,0
Georgia,2023-24,4/13/2024,18+ years (Adults),All,All,0.2,0.2,4,Saturday,0
Connecticut,2023-24,4/13/2024,18+ years (Adults),All,All,0.4,0.4,4,Saturday,0
Colorado,2023-24,4/13/2024,18+ years (Adults),All,All,0.3,0.3,4,Saturday,0
California,2023-24,4/13/2024,18+ years (Adults),All,All,0.1,0.1,4,Saturday,0
Utah,2023-24,4/20/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Utah,2023-24,4/20/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Utah,2023-24,4/20/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Utah,2023-24,4/20/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
Utah,2023-24,4/20/2024,18+ years (Adults),All,"White, non-Hispanic",0.2,0.2,4,Saturday,0
Utah,2023-24,4/20/2024,18+ years (Adults),Female,All,0,0,4,Saturday,0
Utah,2023-24,4/20/2024,18+ years (Adults),Male,All,0.2,0.2,4,Saturday,0
Tennessee,2023-24,4/20/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Tennessee,2023-24,4/20/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Tennessee,2023-24,4/20/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Tennessee,2023-24,4/20/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
Tennessee,2023-24,4/20/2024,18+ years (Adults),All,"White, non-Hispanic",0.1,0.1,4,Saturday,0
Tennessee,2023-24,4/20/2024,18+ years (Adults),Female,All,0.1,0.1,4,Saturday,0
Tennessee,2023-24,4/20/2024,18+ years (Adults),Male,All,0,0,4,Saturday,0
Oregon,2023-24,4/20/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Oregon,2023-24,4/20/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Oregon,2023-24,4/20/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Oregon,2023-24,4/20/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
Oregon,2023-24,4/20/2024,18+ years (Adults),All,"White, non-Hispanic",0.2,0.2,4,Saturday,0
Oregon,2023-24,4/20/2024,18+ years (Adults),Female,All,0.1,0.1,4,Saturday,0
Oregon,2023-24,4/20/2024,18+ years (Adults),Male,All,0.1,0.1,4,Saturday,0
New York,2023-24,4/20/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
New York,2023-24,4/20/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
New York,2023-24,4/20/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
New York,2023-24,4/20/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
New York,2023-24,4/20/2024,18+ years (Adults),All,"White, non-Hispanic",0.1,0.1,4,Saturday,0
New York,2023-24,4/20/2024,18+ years (Adults),Female,All,0.1,0.1,4,Saturday,0
New York,2023-24,4/20/2024,18+ years (Adults),Male,All,0,0,4,Saturday,0
New Mexico,2023-24,4/20/2024,18+ years (Adults),All,Hispanic,0.4,0.4,4,Saturday,1
New Mexico,2023-24,4/20/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
New Mexico,2023-24,4/20/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
New Mexico,2023-24,4/20/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
New Mexico,2023-24,4/20/2024,18+ years (Adults),All,"White, non-Hispanic",0,0,4,Saturday,0
New Mexico,2023-24,4/20/2024,18+ years (Adults),Female,All,0.4,0.4,4,Saturday,0
New Mexico,2023-24,4/20/2024,18+ years (Adults),Male,All,0,0,4,Saturday,0
Minnesota,2023-24,4/20/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Minnesota,2023-24,4/20/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Minnesota,2023-24,4/20/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Minnesota,2023-24,4/20/2024,18+ years (Adults),All,"Black, non-Hispanic",0.4,0.4,4,Saturday,0
Minnesota,2023-24,4/20/2024,18+ years (Adults),All,"White, non-Hispanic",0,0,4,Saturday,0
Minnesota,2023-24,4/20/2024,18+ years (Adults),Female,All,0,0,4,Saturday,0
Minnesota,2023-24,4/20/2024,18+ years (Adults),Male,All,0.1,0.1,4,Saturday,0
Michigan,2023-24,4/20/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Michigan,2023-24,4/20/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Michigan,2023-24,4/20/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Michigan,2023-24,4/20/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
Michigan,2023-24,4/20/2024,18+ years (Adults),All,"White, non-Hispanic",0,0,4,Saturday,0
Michigan,2023-24,4/20/2024,18+ years (Adults),Female,All,0,0,4,Saturday,0
Michigan,2023-24,4/20/2024,18+ years (Adults),Male,All,0,0,4,Saturday,0
Maryland,2023-24,4/20/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Maryland,2023-24,4/20/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Maryland,2023-24,4/20/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Maryland,2023-24,4/20/2024,18+ years (Adults),All,"Black, non-Hispanic",0.5,0.5,4,Saturday,0
Maryland,2023-24,4/20/2024,18+ years (Adults),All,"White, non-Hispanic",0.1,0.1,4,Saturday,0
Maryland,2023-24,4/20/2024,18+ years (Adults),Female,All,0.3,0.3,4,Saturday,0
Maryland,2023-24,4/20/2024,18+ years (Adults),Male,All,0.1,0.1,4,Saturday,0
Georgia,2023-24,4/20/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Georgia,2023-24,4/20/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0.4,0.4,4,Saturday,0
Georgia,2023-24,4/20/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",19,19,4,Saturday,0
Georgia,2023-24,4/20/2024,18+ years (Adults),All,"Black, non-Hispanic",0.4,0.4,4,Saturday,0
Georgia,2023-24,4/20/2024,18+ years (Adults),All,"White, non-Hispanic",0.2,0.2,4,Saturday,0
Georgia,2023-24,4/20/2024,18+ years (Adults),Female,All,0.3,0.3,4,Saturday,0
Georgia,2023-24,4/20/2024,18+ years (Adults),Male,All,0.3,0.3,4,Saturday,0
Connecticut,2023-24,4/20/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Connecticut,2023-24,4/20/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Connecticut,2023-24,4/20/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Connecticut,2023-24,4/20/2024,18+ years (Adults),All,"Black, non-Hispanic",0.9,0.9,4,Saturday,0
Connecticut,2023-24,4/20/2024,18+ years (Adults),All,"White, non-Hispanic",0.3,0.3,4,Saturday,0
Connecticut,2023-24,4/20/2024,18+ years (Adults),Female,All,0.6,0.6,4,Saturday,0
Connecticut,2023-24,4/20/2024,18+ years (Adults),Male,All,0,0,4,Saturday,0
Colorado,2023-24,4/20/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Colorado,2023-24,4/20/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Colorado,2023-24,4/20/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Colorado,2023-24,4/20/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
Colorado,2023-24,4/20/2024,18+ years (Adults),All,"White, non-Hispanic",0.1,0.1,4,Saturday,0
Colorado,2023-24,4/20/2024,18+ years (Adults),Female,All,0.1,0.1,4,Saturday,0
Colorado,2023-24,4/20/2024,18+ years (Adults),Male,All,0.1,0.1,4,Saturday,0
California,2023-24,4/20/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
California,2023-24,4/20/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0.1,0.1,4,Saturday,0
California,2023-24,4/20/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
California,2023-24,4/20/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
California,2023-24,4/20/2024,18+ years (Adults),All,"White, non-Hispanic",0,0,4,Saturday,0
California,2023-24,4/20/2024,18+ years (Adults),Female,All,0.1,0.1,4,Saturday,0
California,2023-24,4/20/2024,18+ years (Adults),Male,All,0,0,4,Saturday,0
Utah,2023-24,4/20/2024,18+ years (Adults),All,All,0.1,0.1,4,Saturday,0
Tennessee,2023-24,4/20/2024,18+ years (Adults),All,All,0.1,0.1,4,Saturday,0
Oregon,2023-24,4/20/2024,18+ years (Adults),All,All,0.1,0.1,4,Saturday,0
New York,2023-24,4/20/2024,18+ years (Adults),All,All,0.1,0.1,4,Saturday,0
New Mexico,2023-24,4/20/2024,18+ years (Adults),All,All,0.2,0.2,4,Saturday,0
Minnesota,2023-24,4/20/2024,18+ years (Adults),All,All,0,0,4,Saturday,0
Michigan,2023-24,4/20/2024,18+ years (Adults),All,All,0,0,4,Saturday,0
Maryland,2023-24,4/20/2024,18+ years (Adults),All,All,0.2,0.2,4,Saturday,0
Georgia,2023-24,4/20/2024,18+ years (Adults),All,All,0.3,0.3,4,Saturday,0
Connecticut,2023-24,4/20/2024,18+ years (Adults),All,All,0.3,0.3,4,Saturday,0
Colorado,2023-24,4/20/2024,18+ years (Adults),All,All,0.1,0.1,4,Saturday,0
California,2023-24,4/20/2024,18+ years (Adults),All,All,0,0,4,Saturday,0
Utah,2023-24,4/27/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Utah,2023-24,4/27/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Utah,2023-24,4/27/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Utah,2023-24,4/27/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
Utah,2023-24,4/27/2024,18+ years (Adults),All,"White, non-Hispanic",0,0,4,Saturday,0
Utah,2023-24,4/27/2024,18+ years (Adults),Female,All,0,0,4,Saturday,0
Utah,2023-24,4/27/2024,18+ years (Adults),Male,All,0,0,4,Saturday,0
Tennessee,2023-24,4/27/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Tennessee,2023-24,4/27/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Tennessee,2023-24,4/27/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Tennessee,2023-24,4/27/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
Tennessee,2023-24,4/27/2024,18+ years (Adults),All,"White, non-Hispanic",0,0,4,Saturday,0
Tennessee,2023-24,4/27/2024,18+ years (Adults),Female,All,0,0,4,Saturday,0
Tennessee,2023-24,4/27/2024,18+ years (Adults),Male,All,0,0,4,Saturday,0
Oregon,2023-24,4/27/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Oregon,2023-24,4/27/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Oregon,2023-24,4/27/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Oregon,2023-24,4/27/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
Oregon,2023-24,4/27/2024,18+ years (Adults),All,"White, non-Hispanic",0,0,4,Saturday,0
Oregon,2023-24,4/27/2024,18+ years (Adults),Female,All,0,0,4,Saturday,0
Oregon,2023-24,4/27/2024,18+ years (Adults),Male,All,0,0,4,Saturday,0
New York,2023-24,4/27/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
New York,2023-24,4/27/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
New York,2023-24,4/27/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
New York,2023-24,4/27/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
New York,2023-24,4/27/2024,18+ years (Adults),All,"White, non-Hispanic",0.1,0.1,4,Saturday,0
New York,2023-24,4/27/2024,18+ years (Adults),Female,All,0.1,0.1,4,Saturday,0
New York,2023-24,4/27/2024,18+ years (Adults),Male,All,0.1,0.1,4,Saturday,0
New Mexico,2023-24,4/27/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
New Mexico,2023-24,4/27/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
New Mexico,2023-24,4/27/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
New Mexico,2023-24,4/27/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
New Mexico,2023-24,4/27/2024,18+ years (Adults),All,"White, non-Hispanic",0.5,0.5,4,Saturday,0
New Mexico,2023-24,4/27/2024,18+ years (Adults),Female,All,0,0,4,Saturday,0
New Mexico,2023-24,4/27/2024,18+ years (Adults),Male,All,0.4,0.4,4,Saturday,0
Minnesota,2023-24,4/27/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Minnesota,2023-24,4/27/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Minnesota,2023-24,4/27/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Minnesota,2023-24,4/27/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
Minnesota,2023-24,4/27/2024,18+ years (Adults),All,"White, non-Hispanic",0.2,0.2,4,Saturday,0
Minnesota,2023-24,4/27/2024,18+ years (Adults),Female,All,0.1,0.1,4,Saturday,0
Minnesota,2023-24,4/27/2024,18+ years (Adults),Male,All,0.2,0.2,4,Saturday,0
Michigan,2023-24,4/27/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Michigan,2023-24,4/27/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Michigan,2023-24,4/27/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Michigan,2023-24,4/27/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
Michigan,2023-24,4/27/2024,18+ years (Adults),All,"White, non-Hispanic",0.1,0.1,4,Saturday,0
Michigan,2023-24,4/27/2024,18+ years (Adults),Female,All,0,0,4,Saturday,0
Michigan,2023-24,4/27/2024,18+ years (Adults),Male,All,0.2,0.2,4,Saturday,0
Maryland,2023-24,4/27/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Maryland,2023-24,4/27/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Maryland,2023-24,4/27/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Maryland,2023-24,4/27/2024,18+ years (Adults),All,"Black, non-Hispanic",0.2,0.2,4,Saturday,0
Maryland,2023-24,4/27/2024,18+ years (Adults),All,"White, non-Hispanic",0.2,0.2,4,Saturday,0
Maryland,2023-24,4/27/2024,18+ years (Adults),Female,All,0.3,0.3,4,Saturday,0
Maryland,2023-24,4/27/2024,18+ years (Adults),Male,All,0.1,0.1,4,Saturday,0
Georgia,2023-24,4/27/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Georgia,2023-24,4/27/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0.4,0.4,4,Saturday,0
Georgia,2023-24,4/27/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Georgia,2023-24,4/27/2024,18+ years (Adults),All,"Black, non-Hispanic",0.1,0.1,4,Saturday,0
Georgia,2023-24,4/27/2024,18+ years (Adults),All,"White, non-Hispanic",0.5,0.5,4,Saturday,0
Georgia,2023-24,4/27/2024,18+ years (Adults),Female,All,0.3,0.3,4,Saturday,0
Georgia,2023-24,4/27/2024,18+ years (Adults),Male,All,0.3,0.3,4,Saturday,0
Connecticut,2023-24,4/27/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Connecticut,2023-24,4/27/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Connecticut,2023-24,4/27/2024,18+ years (Adults),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Connecticut,2023-24,4/27/2024,18+ years (Adults),All,"Black, non-Hispanic",0,0,4,Saturday,0
Connecticut,2023-24,4/27/2024,18+ years (Adults),All,"White, non-Hispanic",0.2,0.2,4,Saturday,0
Connecticut,2023-24,4/27/2024,18+ years (Adults),Female,All,0.2,0.2,4,Saturday,0
Connecticut,2023-24,4/27/2024,18+ years (Adults),Male,All,0.2,0.2,4,Saturday,0
Colorado,2023-24,4/27/2024,18+ years (Adults),All,Hispanic,0,0,4,Saturday,1
Colorado,2023-24,4/27/2024,18+ years (Adults),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
